SRIDU,PopTotAge,Pop0_14,Pop15_64,Pop65plus,TotalLog,MaisonIndiv,MaisonJumulee,MaisonRangee,AppartDuplex,AppartMoins5E,Appart5EtPlus,AutreMaisonIndivAttenante,LogementMobile,TotalMenag,Menage1pers,Menage2pers,Menage3pers,Menage4pers,Menage5pPlus,RevMedMenage,PopTotMFRApI,PopTotMFR,PopTotMFRPct,TotalMenag2,Proprietaire,Locataire,TotalLog2,Log1960ouAv,Log1961_80,Log1981_90,Log1991_00,Log2001_05,Log2006_10,Log2011_15,Log2016_21,ValeurMedLog,ValeurMoyLog,LoyerMedian,LoyerMoyen
"4330013.00 (SR), Sherbrooke (RMR) (4330013.00) (00010)",1820,120,1390,310,1170,10,10,15,40,1030,65,0,0,1165,790,260,85,25,15,31000,1715,760,44.4,1135,75,1065,1135,685,205,110,80,15,0,20,25,300000,300000,592,613
"4330014.00 (SR), Sherbrooke (RMR) (4330014.00) (00000)",3255,295,1855,1100,1785,230,25,0,355,1150,0,25,0,1785,1085,460,125,75,40,38400,2890,820,28.4,1800,460,1340,1800,1025,405,75,100,45,60,75,10,200000,222000,604,636
"4330015.01 (SR), Sherbrooke (RMR) (4330015.01) (00000)",2685,310,1595,785,1500,435,10,0,210,835,0,10,0,1495,795,465,120,75,45,44800,2635,615,23.4,1405,545,860,1405,440,620,150,110,20,10,45,10,224000,241000,645,678
"4330015.02 (SR), Sherbrooke (RMR) (4330015.02) (00000)",6280,910,4025,1345,3230,475,10,50,10,2690,5,0,0,3230,1655,980,260,190,145,44000,5960,1635,27.4,3320,615,2705,3320,230,1420,465,375,190,200,250,185,230000,256000,665,678
"4330016.00 (SR), Sherbrooke (RMR) (4330016.00) (00000)",3985,540,2515,935,2170,500,20,40,325,1255,0,30,0,2170,1120,670,175,115,90,45600,3965,960,24.1,2195,730,1465,2195,740,895,255,145,65,55,35,15,200000,212800,636,667
"4330017.00 (SR), Sherbrooke (RMR) (4330017.00) (00000)",2960,330,2030,600,1620,295,10,0,145,970,195,0,0,1615,845,515,110,85,70,43600,2910,775,26.7,1590,385,1205,1590,515,525,260,165,30,55,35,10,240000,246000,665,684
"4330018.00 (SR), Sherbrooke (RMR) (4330018.00) (00000)",5770,695,3200,1880,2550,630,140,5,175,1520,75,5,0,2550,1215,780,270,195,95,59600,4855,690,14.2,2530,1010,1510,2530,1190,685,420,130,25,20,0,50,280000,319500,685,722
"4330019.01 (SR), Sherbrooke (RMR) (4330019.01) (00000)",7065,910,4115,2045,3510,785,80,160,45,2440,0,0,0,3510,1535,1255,325,255,135,60400,6795,955,14.1,3505,1280,2220,3505,145,540,660,595,350,285,355,565,254000,334000,800,908
"4330019.02 (SR), Sherbrooke (RMR) (4330019.02) (00000)",7535,1020,4270,2245,3655,1025,205,250,45,1850,280,0,0,3650,1320,1475,390,310,155,75000,7530,720,9.5,3650,1850,1805,3650,225,1080,625,660,335,260,185,285,324000,369600,860,958
"4330100.00 (SR), Sherbrooke (RMR) (4330100.00) (00000)",5830,860,3670,1295,2590,1235,70,0,115,1165,0,5,0,2585,990,890,300,240,165,60400,5550,960,17.3,2590,1325,1265,2590,775,685,420,255,120,105,130,105,290000,310000,670,708
"4330110.01 (SR), Sherbrooke (RMR) (4330110.01) (00000)",4305,795,2740,780,1770,1390,35,0,75,255,0,5,10,1770,450,685,230,295,115,93000,4280,255,5.9,1760,1450,310,1760,220,305,330,255,200,160,155,140,324000,393200,770,795
"4330110.03 (SR), Sherbrooke (RMR) (4330110.03) (00000)",6890,1430,4620,840,2600,1985,150,100,230,140,0,0,0,2595,545,940,390,475,245,108000,6830,310,4.6,2610,2285,325,2610,245,515,210,465,215,345,395,220,340000,388800,730,755
"4330110.04 (SR), Sherbrooke (RMR) (4330110.04) (00000)",6535,1210,4220,1110,2705,1495,195,40,130,640,0,0,205,2710,780,985,385,395,165,82000,6370,430,6.7,2710,1965,745,2710,125,745,320,460,245,305,45,460,250000,270800,800,828
"4330110.06 (SR), Sherbrooke (RMR) (4330110.06) (00000)",6865,1320,4240,1310,3035,1405,405,135,50,1030,0,5,0,3035,990,1055,425,390,170,75000,6860,550,8,3030,1955,1080,3030,50,920,405,500,235,325,270,330,250000,270000,820,1008
"4330110.07 (SR), Sherbrooke (RMR) (4330110.07) (00000)",8015,1665,5085,1260,3320,1605,225,235,105,1145,0,0,0,3315,905,1230,470,480,230,83000,7925,500,6.3,3315,2145,1175,3315,45,770,430,495,315,345,450,460,276000,308800,830,850
"4330111.01 (SR), Sherbrooke (RMR) (4330111.01) (00000)",8350,1375,5915,1060,3985,1150,200,130,70,2425,5,5,0,3985,1520,1460,430,345,225,55600,8340,1555,18.6,3985,1510,2470,3985,265,1240,745,630,180,175,315,445,234000,252200,655,709
"4330111.02 (SR), Sherbrooke (RMR) (4330111.02) (00000)",1110,190,690,235,415,390,5,0,10,10,0,0,0,420,75,180,55,65,45,103000,1110,50,4.6,405,355,45,405,80,65,25,70,75,55,20,10,400000,448000,560,660
"4330111.05 (SR), Sherbrooke (RMR) (4330111.05) (00000)",4690,845,2875,970,1875,1545,95,20,40,175,0,0,0,1880,360,825,280,270,145,90000,4685,275,5.9,1875,1625,255,1875,60,735,560,265,95,110,40,15,250000,260400,755,770
"4330111.06 (SR), Sherbrooke (RMR) (4330111.06) (00000)",3570,695,2150,720,1480,1025,10,145,55,250,0,0,0,1480,360,615,195,190,120,89000,3570,215,5.9,1480,1235,245,1480,15,520,365,190,20,105,165,100,272000,301500,730,785
"4330111.07 (SR), Sherbrooke (RMR) (4330111.07) (00000)",8980,1715,5460,1800,3830,1105,805,170,185,1555,0,5,15,3835,1280,1365,515,435,230,73000,8550,1000,11.7,3860,2135,1730,3860,155,540,305,510,205,595,730,820,250000,266800,760,820
"4330111.08 (SR), Sherbrooke (RMR) (4330111.08) (00000)",5075,930,3280,865,2135,1420,215,35,35,430,0,5,0,2135,620,815,285,285,135,78500,4955,395,7.9,2105,1660,445,2105,65,850,410,335,150,170,100,25,220000,244200,680,724
"4330112.01 (SR), Sherbrooke (RMR) (4330112.01) (00000)",3010,560,1900,550,1220,1070,20,5,70,55,0,5,0,1220,275,510,155,180,100,88000,3015,190,6.3,1225,1065,155,1225,190,445,200,135,65,45,60,95,300000,313000,604,570
"4330112.02 (SR), Sherbrooke (RMR) (4330112.02) (00000)",3370,750,2095,530,1310,1080,25,0,75,110,0,5,10,1310,295,500,185,210,125,88000,3355,255,7.7,1310,1090,220,1310,230,380,125,95,105,125,145,115,300000,318500,695,780
"4330113.01 (SR), Sherbrooke (RMR) (4330113.01) (00000)",5295,1055,3445,795,2050,1630,205,5,85,95,0,30,5,2045,375,845,325,345,160,96000,5290,245,4.6,2050,1890,160,2050,110,395,420,655,160,160,70,75,264000,289600,795,860
"4330113.02 (SR), Sherbrooke (RMR) (4330113.02) (00000)",6940,1720,4490,730,2630,1460,450,300,65,215,0,25,110,2625,560,895,440,485,245,97000,6930,315,4.5,2630,2155,470,2630,70,275,255,490,310,515,330,375,290000,312000,820,908
"4330200.00 (SR), Sherbrooke (RMR) (4330200.00) (00000)",1795,260,960,575,795,720,15,5,20,35,0,0,0,795,230,345,100,80,45,89000,1755,120,7,810,660,150,810,265,190,60,90,40,50,70,50,476000,551000,770,840
"4330201.00 (SR), Sherbrooke (RMR) (4330201.00) (00000)",2930,665,1780,480,1145,910,25,0,55,145,0,0,10,1145,275,420,155,180,115,76500,2910,305,10.5,1135,860,275,1135,425,315,135,70,35,40,45,60,234000,251600,670,715
"4330202.00 (SR), Sherbrooke (RMR) (4330202.00) (00000)",2650,530,1560,560,1065,795,20,10,45,175,0,0,20,1070,290,410,140,125,90,73000,2570,255,10,1080,815,265,1080,230,315,160,120,60,65,95,35,250000,267000,680,675
"4330300.01 (SR), Sherbrooke (RMR) (4330300.01) (00000)",6520,1210,3915,1400,2645,1760,105,5,195,520,0,20,35,2640,730,1015,380,350,170,80000,6210,500,8.1,2640,1890,750,2640,615,645,360,320,150,180,215,155,250000,270400,725,738
"4330300.02 (SR), Sherbrooke (RMR) (4330300.02) (00000)",4595,985,2840,770,1840,1630,40,10,65,75,0,0,10,1835,430,720,275,250,165,100000,4575,280,6.1,1840,1615,225,1840,170,450,195,220,145,235,235,185,376000,467600,800,820
"4330400.01 (SR), Sherbrooke (RMR) (4330400.01) (00000)",6490,870,3685,1930,2955,1855,110,30,45,885,0,10,10,2950,910,1340,290,265,155,79500,6330,565,8.9,2950,2180,770,2950,155,685,515,410,335,390,275,185,320000,383600,800,864
"4330400.02 (SR), Sherbrooke (RMR) (4330400.02) (00000)",6510,885,3670,1945,2965,1425,95,15,470,860,0,15,90,2970,1180,1085,325,255,120,55600,6015,1005,16.7,2970,1655,1315,2970,945,870,305,340,110,100,130,165,250000,259600,632,695
"4330400.03 (SR), Sherbrooke (RMR) (4330400.03) (00000)",6760,805,3415,2540,3385,1075,100,40,355,1740,0,70,0,3380,1705,1090,280,205,100,46800,6075,1295,21.3,3380,1430,1950,3380,995,990,515,305,145,210,120,95,250000,268400,650,689
"4330400.05 (SR), Sherbrooke (RMR) (4330400.05) (00000)",2675,305,1560,815,1250,1185,10,0,20,30,0,0,0,1250,345,625,130,95,60,85000,2670,265,9.9,1220,1120,95,1220,150,330,260,155,160,60,50,55,360000,523000,910,1000
"4330400.06 (SR), Sherbrooke (RMR) (4330400.06) (00000)",5875,845,3240,1790,2885,1180,175,230,180,1050,30,45,0,2890,1065,1175,280,245,115,70500,5875,590,10.1,2920,1945,975,2920,385,470,450,345,370,390,355,155,300000,335200,800,826
"4330401.00 (SR), Sherbrooke (RMR) (4330401.00) (00000)",1675,335,1050,290,695,575,10,0,40,55,0,10,0,695,195,260,90,95,55,80000,1670,150,9,695,605,90,695,165,275,105,35,20,30,30,30,250000,264000,600,640
"4330402.00 (SR), Sherbrooke (RMR) (4330402.00) (00000)",5010,795,3110,1100,2245,1935,130,70,30,85,5,0,0,2245,650,965,250,275,100,99000,5005,345,7,2240,2090,155,2240,140,450,305,235,280,295,300,235,400000,465600,1020,1200
"4420001.00 (SR), Trois-Rivières (RMR) (4420001.00) (00000)",2710,285,1625,800,1710,50,25,55,80,1485,0,15,0,1710,1060,470,95,50,30,38000,2685,895,33.4,1725,405,1320,1725,845,255,60,60,30,15,60,400,230000,318000,564,800
"4420002.00 (SR), Trois-Rivières (RMR) (4420002.00) (00000)",2720,170,1705,845,1715,70,25,0,125,1320,135,30,0,1715,1190,395,80,35,20,37600,2455,800,32.5,1715,225,1485,1715,1040,430,115,55,35,25,0,15,160000,186000,624,666
"4420003.00 (SR), Trois-Rivières (RMR) (4420003.00) (00000)",2470,200,1615,655,1540,75,55,20,240,1100,0,45,0,1540,1000,380,95,40,20,33600,2320,920,39.7,1540,260,1280,1540,1010,350,100,35,15,15,15,0,174000,198000,528,554
"4420004.00 (SR), Trois-Rivières (RMR) (4420004.00) (00000)",4530,435,2780,1315,2465,60,10,0,890,1495,10,5,0,2465,1350,775,185,110,50,45600,4150,1020,24.5,2515,555,1965,2515,1010,700,390,235,45,45,50,40,200000,191000,632,638
"4420005.00 (SR), Trois-Rivières (RMR) (4420005.00) (00000)",2130,210,1315,610,1165,85,10,70,35,965,0,0,0,1160,695,330,80,35,25,36400,1865,715,38.2,1165,225,940,1165,665,215,50,75,45,80,35,0,224000,234000,580,596
"4420006.00 (SR), Trois-Rivières (RMR) (4420006.00) (00000)",2255,335,1435,485,1240,330,0,15,175,710,0,5,0,1235,650,360,120,65,45,44800,2245,535,23.7,1220,485,730,1220,760,290,50,45,15,0,55,0,200000,206000,540,557
"4420007.00 (SR), Trois-Rivières (RMR) (4420007.00) (00000)",2210,235,1460,520,1280,190,20,10,295,760,0,5,0,1275,695,395,100,55,35,50000,2185,435,19.8,1275,450,820,1275,920,210,85,35,0,0,0,10,224000,235000,600,621
"4420008.00 (SR), Trois-Rivières (RMR) (4420008.00) (00010)",2975,255,1650,1070,1300,365,5,20,150,760,0,5,0,1300,710,370,110,60,45,43600,2295,640,27.9,1250,445,805,1250,515,325,105,140,35,45,50,40,190000,205000,576,648
"4420009.00 (SR), Trois-Rivières (RMR) (4420009.00) (00000)",1820,255,885,685,1125,50,0,90,25,515,440,0,0,1125,750,230,55,40,50,27400,1825,830,45.5,1135,100,1035,1135,155,670,165,95,20,20,10,0,180000,196000,600,644
"4420010.00 (SR), Trois-Rivières (RMR) (4420010.00) (00000)",4215,460,2490,1270,1950,735,10,0,70,925,215,0,0,1955,865,670,180,160,70,55600,3795,720,19,1955,825,1130,1955,755,660,180,150,70,95,30,10,250000,278500,632,660
"4420011.00 (SR), Trois-Rivières (RMR) (4420011.00) (00000)",2435,375,1415,645,1200,675,55,55,10,405,0,0,0,1205,475,445,125,120,45,66500,2430,255,10.6,1220,775,440,1220,145,890,140,25,10,0,0,0,200000,210000,596,604
"4420012.01 (SR), Trois-Rivières (RMR) (4420012.01) (00000)",3410,370,1685,1350,1670,510,0,45,20,995,90,0,0,1665,775,625,120,95,55,48800,3075,740,24.1,1685,645,1040,1685,95,875,125,175,60,70,135,150,200000,204000,665,766
"4420012.02 (SR), Trois-Rivières (RMR) (4420012.02) (00000)",4335,480,2115,1735,2190,795,205,55,50,1085,0,0,0,2190,1010,790,200,125,65,52000,4060,735,18.1,2175,1265,910,2175,185,1280,395,110,0,30,155,15,174000,176400,612,601
"4420013.01 (SR), Trois-Rivières (RMR) (4420013.01) (00000)",8195,1455,5365,1375,3435,1630,1065,425,30,285,0,5,0,3440,960,1330,495,475,185,91000,7975,515,6.4,3470,2935,540,3470,255,450,210,495,370,675,575,445,210000,244400,785,744
"4420013.02 (SR), Trois-Rivières (RMR) (4420013.02) (00000)",3785,590,2430,760,1790,730,205,245,10,600,0,0,0,1790,615,715,210,185,70,77000,3770,290,7.8,1760,1010,750,1760,45,255,500,410,125,235,115,90,200000,240800,785,796
"4420013.03 (SR), Trois-Rivières (RMR) (4420013.03) (00000)",3280,545,1940,795,1430,915,170,5,25,315,0,0,0,1430,370,625,190,165,80,86000,3280,260,8,1395,1055,345,1395,85,355,415,280,45,70,80,55,220000,241200,700,724
"4420100.01 (SR), Trois-Rivières (RMR) (4420100.01) (00000)",6930,795,3885,2250,3620,515,620,95,105,2285,0,5,0,3620,1800,1245,320,175,85,50800,6405,1215,19,3615,1260,2355,3615,285,1095,745,850,240,245,100,55,176000,187600,640,660
"4420100.02 (SR), Trois-Rivières (RMR) (4420100.02) (00000)",4565,555,2790,1215,2175,1130,310,70,110,525,0,10,20,2175,760,925,235,190,65,72500,4415,320,7.2,2160,1620,545,2160,235,775,210,225,135,180,100,305,184000,210000,850,828
"4420101.02 (SR), Trois-Rivières (RMR) (4420101.02) (00000)",7565,1245,4555,1765,3390,1655,370,185,45,1115,0,15,0,3395,1110,1335,375,410,165,81000,7410,560,7.6,3390,2155,1235,3390,120,795,525,305,410,420,500,310,250000,285200,770,802
"4420101.03 (SR), Trois-Rivières (RMR) (4420101.03) (00000)",3680,500,2150,1020,1785,975,105,20,15,675,0,0,0,1790,615,775,190,140,75,70500,3675,255,6.9,1770,1160,615,1770,55,750,485,240,55,130,50,10,200000,209600,735,736
"4420101.04 (SR), Trois-Rivières (RMR) (4420101.04) (00000)",4440,765,2855,820,1745,1335,140,80,25,160,0,0,0,1745,335,710,280,290,125,107000,4440,160,3.6,1755,1495,265,1755,0,270,730,580,105,60,0,0,250000,255200,830,820
"4420102.00 (SR), Trois-Rivières (RMR) (4420102.00) (00000)",9705,1905,6005,1790,3915,2945,310,65,80,430,0,30,60,3920,935,1520,565,620,270,92000,9635,700,7.3,3930,3260,675,3930,390,1065,400,650,205,405,355,460,224000,250000,860,868
"4420200.00 (SR), Trois-Rivières (RMR) (4420200.00) (00000)",5315,685,3015,1610,2770,830,65,10,485,1255,120,15,0,2765,1410,860,250,165,85,46000,4990,1100,22,2810,1070,1745,2810,1160,995,230,155,60,75,80,50,160000,177200,584,597
"4420201.00 (SR), Trois-Rivières (RMR) (4420201.00) (00000)",2665,285,1610,775,1490,480,30,5,410,555,0,15,0,1495,800,470,115,70,35,44000,2565,650,25.3,1450,610,835,1450,875,365,105,45,20,20,0,20,150000,152500,564,583
"4420202.00 (SR), Trois-Rivières (RMR) (4420202.00) (00000)",2125,230,1205,690,1225,220,30,30,335,600,0,0,0,1225,685,365,100,55,15,42800,2035,545,26.8,1230,455,775,1230,710,150,175,80,60,50,10,0,150000,152500,600,610
"4420203.00 (SR), Trois-Rivières (RMR) (4420203.00) (00000)",2870,310,1590,970,1505,430,20,5,400,640,5,15,0,1505,760,500,130,80,30,47200,2645,590,22.3,1510,645,865,1510,740,505,90,60,25,15,30,45,170000,183600,580,628
"4420204.00 (SR), Trois-Rivières (RMR) (4420204.00) (00000)",4480,600,2570,1315,2255,1070,40,5,250,785,95,10,0,2255,950,820,240,150,90,55200,4420,695,15.7,2245,1230,1015,2245,605,950,290,215,75,65,25,15,178000,195200,580,605
"4420205.01 (SR), Trois-Rivières (RMR) (4420205.01) (00000)",6370,1030,3960,1385,2760,1815,330,35,80,480,0,15,0,2755,775,1110,370,325,175,82000,6355,470,7.4,2760,2195,565,2760,195,1065,560,475,215,135,90,30,200000,216600,655,676
"4420205.02 (SR), Trois-Rivières (RMR) (4420205.02) (00000)",5550,1000,3025,1525,2445,1295,155,75,90,790,0,35,0,2440,900,855,275,270,145,67500,5285,580,11,2415,1550,870,2415,265,930,115,180,85,380,260,190,218000,267200,636,756
"4420205.03 (SR), Trois-Rivières (RMR) (4420205.03) (00000)",4040,490,2255,1300,1880,895,10,0,10,970,0,0,0,1885,740,750,190,150,55,62400,3705,550,14.8,1910,975,935,1910,45,730,725,210,80,55,10,50,230000,252400,620,660
"4420210.00 (SR), Trois-Rivières (RMR) (4420210.00) (00000)",7660,1275,4745,1635,3330,2240,210,10,150,620,0,10,85,3325,945,1355,450,395,180,78000,7565,660,8.7,3330,2440,890,3330,355,1020,590,350,135,295,345,230,200000,223800,775,778
"4420211.00 (SR), Trois-Rivières (RMR) (4420211.00) (00000)",7735,1240,4900,1600,3330,2755,160,0,90,285,0,15,25,3330,795,1480,495,375,180,79500,7715,630,8.2,3330,2645,680,3330,365,1185,630,320,155,195,250,230,200000,220000,755,768
"4420212.00 (SR), Trois-Rivières (RMR) (4420212.00) (00000)",3435,815,2045,565,1360,1160,15,0,20,130,0,5,25,1360,335,520,175,200,125,82000,3405,300,8.9,1360,1105,255,1360,295,335,155,95,70,185,150,75,200000,215200,645,660
"4420213.00 (SR), Trois-Rivières (RMR) (4420213.00) (00000)",1805,260,1035,510,860,710,25,0,35,85,0,10,0,865,290,375,80,85,30,72000,1810,200,11,865,695,175,865,340,160,105,85,30,45,60,45,250000,303000,616,690
"4420300.02 (SR), Trois-Rivières (RMR) (4420300.02) (00000)",8415,1485,5090,1840,3630,2385,95,165,110,860,0,10,10,3630,1195,1350,435,450,200,80000,8075,735,9.1,3630,2685,945,3630,715,715,395,380,185,505,365,375,230000,260800,632,652
"4420302.00 (SR), Trois-Rivières (RMR) (4420302.00) (00000)",5085,810,3120,1165,2370,1725,155,0,65,375,0,25,25,2370,835,905,290,245,95,68500,5020,570,11.3,2380,1815,570,2380,780,770,215,140,55,120,155,140,160000,181400,548,546
"4420303.00 (SR), Trois-Rivières (RMR) (4420303.00) (00000)",520,80,320,125,255,235,0,0,0,10,0,0,0,250,95,90,35,20,10,63600,520,80,14.8,250,230,20,250,125,60,20,35,0,0,10,0,125000,156000,,700
"4420304.00 (SR), Trois-Rivières (RMR) (4420304.00) (00000)",2815,465,1730,620,1210,885,50,10,80,155,0,10,10,1205,360,475,135,155,80,68000,2770,305,11,1210,840,365,1210,435,370,140,95,40,70,40,30,200000,208800,580,616
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
